delta,interval_type,date_time (start),date_time (end)
24.0,high,2018-08-16 17:34:58+00:00,2018-08-17 17:34:58+00:00
24.0,high,2018-08-17 17:34:58+00:00,2018-08-18 17:34:58+00:00
24.0,high,2018-08-18 17:34:58+00:00,2018-08-19 17:34:58+00:00
24.0,high,2018-08-19 17:34:58+00:00,2018-08-20 17:34:58+00:00
24.0,high,2018-08-20 17:34:58+00:00,2018-08-21 17:34:58+00:00
24.0,high,2018-08-21 17:34:58+00:00,2018-08-22 17:34:58+00:00
24.0,high,2018-08-22 17:34:58+00:00,2018-08-23 17:34:58+00:00
24.0,high,2018-08-23 17:34:58+00:00,2018-08-24 17:34:58+00:00
24.0,high,2018-08-24 17:34:58+00:00,2018-08-25 17:34:58+00:00
24.0,high,2018-08-25 17:34:58+00:00,2018-08-26 17:34:58+00:00
24.0,high,2018-08-26 17:34:58+00:00,2018-08-27 17:34:58+00:00
24.0,high,2018-08-27 17:34:58+00:00,2018-08-28 17:34:58+00:00
24.0,high,2018-08-28 17:34:58+00:00,2018-08-29 17:34:58+00:00
24.0,high,2018-08-29 17:34:58+00:00,2018-08-30 17:34:58+00:00
24.0,high,2018-08-30 17:34:58+00:00,2018-08-31 17:34:58+00:00
24.0,high,2018-08-31 17:34:58+00:00,2018-09-01 17:34:58+00:00
168.0,base,2018-09-01 17:34:58+00:00,2018-09-08 17:34:58+00:00
168.0,base,2018-09-08 17:34:58+00:00,2018-09-15 17:34:58+00:00
24.0,high,2018-09-15 17:34:58+00:00,2018-09-16 17:34:58+00:00
24.0,high,2018-09-16 17:34:58+00:00,2018-09-17 17:34:58+00:00
24.0,high,2018-09-17 17:34:58+00:00,2018-09-18 17:34:58+00:00
24.0,high,2018-09-18 17:34:58+00:00,2018-09-19 17:34:58+00:00
24.0,high,2018-09-19 17:34:58+00:00,2018-09-20 17:34:58+00:00
24.0,high,2018-09-20 17:34:58+00:00,2018-09-21 17:34:58+00:00
24.0,high,2018-09-21 17:34:58+00:00,2018-09-22 17:34:58+00:00
24.0,high,2018-09-22 17:34:58+00:00,2018-09-23 17:34:58+00:00
24.0,high,2018-09-23 17:34:58+00:00,2018-09-24 17:34:58+00:00
24.0,high,2018-09-24 17:34:58+00:00,2018-09-25 17:34:58+00:00
24.0,high,2018-09-25 17:34:58+00:00,2018-09-26 17:34:58+00:00
24.0,high,2018-09-26 17:34:58+00:00,2018-09-27 17:34:58+00:00
24.0,high,2018-09-27 17:34:58+00:00,2018-09-28 17:34:58+00:00
24.0,high,2018-09-28 17:34:58+00:00,2018-09-29 17:34:58+00:00
24.0,high,2018-09-29 17:34:58+00:00,2018-09-30 17:34:58+00:00
24.0,high,2018-09-30 17:34:58+00:00,2018-10-01 17:34:58+00:00
24.0,high,2018-10-01 17:34:58+00:00,2018-10-02 17:34:58+00:00
24.0,high,2018-10-02 17:34:58+00:00,2018-10-03 17:34:58+00:00
24.0,high,2018-10-03 17:34:58+00:00,2018-10-04 17:34:58+00:00
24.0,high,2018-10-04 17:34:58+00:00,2018-10-05 17:34:58+00:00
24.0,high,2018-10-05 17:34:58+00:00,2018-10-06 17:34:58+00:00
24.0,high,2018-10-06 17:34:58+00:00,2018-10-07 17:34:58+00:00
24.0,high,2018-10-07 17:34:58+00:00,2018-10-08 17:34:58+00:00
24.0,high,2018-10-08 17:34:58+00:00,2018-10-09 17:34:58+00:00
24.0,high,2018-10-09 17:34:58+00:00,2018-10-10 17:34:58+00:00
24.0,high,2018-10-10 17:34:58+00:00,2018-10-11 17:34:58+00:00
24.0,high,2018-10-11 17:34:58+00:00,2018-10-12 17:34:58+00:00
24.0,high,2018-10-12 17:34:58+00:00,2018-10-13 17:34:58+00:00
24.0,high,2018-10-13 17:34:58+00:00,2018-10-14 17:34:58+00:00
24.0,high,2018-10-14 17:34:58+00:00,2018-10-15 17:34:58+00:00
24.0,high,2018-10-15 17:34:58+00:00,2018-10-16 17:34:58+00:00
24.0,high,2018-10-16 17:34:58+00:00,2018-10-17 17:34:58+00:00
24.0,high,2018-10-17 17:34:58+00:00,2018-10-18 17:34:58+00:00
24.0,high,2018-10-18 17:34:58+00:00,2018-10-19 17:34:58+00:00
24.0,high,2018-10-19 17:34:58+00:00,2018-10-20 17:34:58+00:00
24.0,high,2018-10-20 17:34:58+00:00,2018-10-21 17:34:58+00:00
24.0,high,2018-10-21 17:34:58+00:00,2018-10-22 17:34:58+00:00
24.0,high,2018-10-22 17:34:58+00:00,2018-10-23 17:34:58+00:00
24.0,high,2018-10-23 17:34:58+00:00,2018-10-24 17:34:58+00:00
24.0,high,2018-10-24 17:34:58+00:00,2018-10-25 17:34:58+00:00
24.0,high,2018-10-25 17:34:58+00:00,2018-10-26 17:34:58+00:00
24.0,high,2018-10-26 17:34:58+00:00,2018-10-27 17:34:58+00:00
24.0,high,2018-10-27 17:34:58+00:00,2018-10-28 17:34:58+00:00
24.0,high,2018-10-28 17:34:58+00:00,2018-10-29 17:34:58+00:00
24.0,high,2018-10-29 17:34:58+00:00,2018-10-30 17:34:58+00:00
24.0,high,2018-10-30 17:34:58+00:00,2018-10-31 17:34:58+00:00
24.0,high,2018-10-31 17:34:58+00:00,2018-11-01 17:34:58+00:00
24.0,high,2018-11-01 17:34:58+00:00,2018-11-02 17:34:58+00:00
24.0,high,2018-11-02 17:34:58+00:00,2018-11-03 17:34:58+00:00
24.0,high,2018-11-03 17:34:58+00:00,2018-11-04 17:34:58+00:00
24.0,high,2018-11-04 17:34:58+00:00,2018-11-05 17:34:58+00:00
24.0,high,2018-11-05 17:34:58+00:00,2018-11-06 17:34:58+00:00
24.0,high,2018-11-06 17:34:58+00:00,2018-11-07 17:34:58+00:00
24.0,high,2018-11-07 17:34:58+00:00,2018-11-08 17:34:58+00:00
24.0,high,2018-11-08 17:34:58+00:00,2018-11-09 17:34:58+00:00
24.0,high,2018-11-09 17:34:58+00:00,2018-11-10 17:34:58+00:00
168.0,base,2018-11-10 17:34:58+00:00,2018-11-17 17:34:58+00:00
168.0,base,2018-11-17 17:34:58+00:00,2018-11-24 17:34:58+00:00
24.0,high,2018-11-24 17:34:58+00:00,2018-11-25 17:34:58+00:00
24.0,high,2018-11-25 17:34:58+00:00,2018-11-26 17:34:58+00:00
24.0,high,2018-11-26 17:34:58+00:00,2018-11-27 17:34:58+00:00
24.0,high,2018-11-27 17:34:58+00:00,2018-11-28 17:34:58+00:00
24.0,high,2018-11-28 17:34:58+00:00,2018-11-29 17:34:58+00:00
24.0,high,2018-11-29 17:34:58+00:00,2018-11-30 17:34:58+00:00
24.0,high,2018-11-30 17:34:58+00:00,2018-12-01 17:34:58+00:00
24.0,high,2018-12-01 17:34:58+00:00,2018-12-02 17:34:58+00:00
24.0,high,2018-12-02 17:34:58+00:00,2018-12-03 17:34:58+00:00
24.0,high,2018-12-03 17:34:58+00:00,2018-12-04 17:34:58+00:00
168.0,base,2018-12-04 17:34:58+00:00,2018-12-11 17:34:58+00:00
168.0,base,2018-12-11 17:34:58+00:00,2018-12-18 17:34:58+00:00
168.0,base,2018-12-18 17:34:58+00:00,2018-12-25 17:34:58+00:00
168.0,base,2018-12-25 17:34:58+00:00,2019-01-01 17:34:58+00:00
24.0,high,2019-01-01 17:34:58+00:00,2019-01-02 17:34:58+00:00
24.0,high,2019-01-02 17:34:58+00:00,2019-01-03 17:34:58+00:00
24.0,high,2019-01-03 17:34:58+00:00,2019-01-04 17:34:58+00:00
24.0,high,2019-01-04 17:34:58+00:00,2019-01-05 17:34:58+00:00
24.0,high,2019-01-05 17:34:58+00:00,2019-01-06 17:34:58+00:00
24.0,high,2019-01-06 17:34:58+00:00,2019-01-07 17:34:58+00:00
24.0,high,2019-01-07 17:34:58+00:00,2019-01-08 17:34:58+00:00
24.0,high,2019-01-08 17:34:58+00:00,2019-01-09 17:34:58+00:00
24.0,high,2019-01-09 17:34:58+00:00,2019-01-10 17:34:58+00:00
24.0,high,2019-01-10 17:34:58+00:00,2019-01-11 17:34:58+00:00
24.0,high,2019-01-11 17:34:58+00:00,2019-01-12 17:34:58+00:00
24.0,high,2019-01-12 17:34:58+00:00,2019-01-13 17:34:58+00:00
24.0,high,2019-01-13 17:34:58+00:00,2019-01-14 17:34:58+00:00
24.0,high,2019-01-14 17:34:58+00:00,2019-01-15 17:34:58+00:00
24.0,high,2019-01-15 17:34:58+00:00,2019-01-16 17:34:58+00:00
24.0,high,2019-01-16 17:34:58+00:00,2019-01-17 17:34:58+00:00
24.0,high,2019-01-17 17:34:58+00:00,2019-01-18 17:34:58+00:00
24.0,high,2019-01-18 17:34:58+00:00,2019-01-19 17:34:58+00:00
24.0,high,2019-01-19 17:34:58+00:00,2019-01-20 17:34:58+00:00
24.0,high,2019-01-20 17:34:58+00:00,2019-01-21 17:34:58+00:00
24.0,high,2019-01-21 17:34:58+00:00,2019-01-22 17:34:58+00:00
24.0,high,2019-01-22 17:34:58+00:00,2019-01-23 17:34:58+00:00
24.0,high,2019-01-23 17:34:58+00:00,2019-01-24 17:34:58+00:00
24.0,high,2019-01-24 17:34:58+00:00,2019-01-25 17:34:58+00:00
24.0,high,2019-01-25 17:34:58+00:00,2019-01-26 17:34:58+00:00
24.0,high,2019-01-26 17:34:58+00:00,2019-01-27 17:34:58+00:00
24.0,high,2019-01-27 17:34:58+00:00,2019-01-28 17:34:58+00:00
24.0,high,2019-01-28 17:34:58+00:00,2019-01-29 17:34:58+00:00
24.0,high,2019-01-29 17:34:58+00:00,2019-01-30 17:34:58+00:00
24.0,high,2019-01-30 17:34:58+00:00,2019-01-31 17:34:58+00:00
24.0,high,2019-01-31 17:34:58+00:00,2019-02-01 17:34:58+00:00
24.0,high,2019-02-01 17:34:58+00:00,2019-02-02 17:34:58+00:00
24.0,high,2019-02-02 17:34:58+00:00,2019-02-03 17:34:58+00:00
24.0,high,2019-02-03 17:34:58+00:00,2019-02-04 17:34:58+00:00
24.0,high,2019-02-04 17:34:58+00:00,2019-02-05 17:34:58+00:00
24.0,high,2019-02-05 17:34:58+00:00,2019-02-06 17:34:58+00:00
24.0,high,2019-02-06 17:34:58+00:00,2019-02-07 17:34:58+00:00
24.0,high,2019-02-07 17:34:58+00:00,2019-02-08 17:34:58+00:00
24.0,high,2019-02-08 17:34:58+00:00,2019-02-09 17:34:58+00:00
24.0,high,2019-02-09 17:34:58+00:00,2019-02-10 17:34:58+00:00
24.0,high,2019-02-10 17:34:58+00:00,2019-02-11 17:34:58+00:00
24.0,high,2019-02-11 17:34:58+00:00,2019-02-12 17:34:58+00:00
24.0,high,2019-02-12 17:34:58+00:00,2019-02-13 17:34:58+00:00
24.0,high,2019-02-13 17:34:58+00:00,2019-02-14 17:34:58+00:00
24.0,high,2019-02-14 17:34:58+00:00,2019-02-15 17:34:58+00:00
24.0,high,2019-02-15 17:34:58+00:00,2019-02-16 17:34:58+00:00
24.0,high,2019-02-16 17:34:58+00:00,2019-02-17 17:34:58+00:00
24.0,high,2019-02-17 17:34:58+00:00,2019-02-18 17:34:58+00:00
24.0,high,2019-02-18 17:34:58+00:00,2019-02-19 17:34:58+00:00
24.0,high,2019-02-19 17:34:58+00:00,2019-02-20 17:34:58+00:00
24.0,high,2019-02-20 17:34:58+00:00,2019-02-21 17:34:58+00:00
24.0,high,2019-02-21 17:34:58+00:00,2019-02-22 17:34:58+00:00
24.0,high,2019-02-22 17:34:58+00:00,2019-02-23 17:34:58+00:00
24.0,high,2019-02-23 17:34:58+00:00,2019-02-24 17:34:58+00:00
24.0,high,2019-02-24 17:34:58+00:00,2019-02-25 17:34:58+00:00
24.0,high,2019-02-25 17:34:58+00:00,2019-02-26 17:34:58+00:00
24.0,high,2019-02-26 17:34:58+00:00,2019-02-27 17:34:58+00:00
24.0,high,2019-02-27 17:34:58+00:00,2019-02-28 17:34:58+00:00
24.0,high,2019-02-28 17:34:58+00:00,2019-03-01 17:34:58+00:00
24.0,high,2019-03-01 17:34:58+00:00,2019-03-02 17:34:58+00:00
24.0,high,2019-03-02 17:34:58+00:00,2019-03-03 17:34:58+00:00
24.0,high,2019-03-03 17:34:58+00:00,2019-03-04 17:34:58+00:00
24.0,high,2019-03-04 17:34:58+00:00,2019-03-05 17:34:58+00:00
24.0,high,2019-03-05 17:34:58+00:00,2019-03-06 17:34:58+00:00
24.0,high,2019-03-06 17:34:58+00:00,2019-03-07 17:34:58+00:00
24.0,high,2019-03-07 17:34:58+00:00,2019-03-08 17:34:58+00:00
24.0,high,2019-03-08 17:34:58+00:00,2019-03-09 17:34:58+00:00
24.0,high,2019-03-09 17:34:58+00:00,2019-03-10 17:34:58+00:00
24.0,high,2019-03-10 17:34:58+00:00,2019-03-11 17:34:58+00:00
24.0,high,2019-03-11 17:34:58+00:00,2019-03-12 17:34:58+00:00
24.0,high,2019-03-12 17:34:58+00:00,2019-03-13 17:34:58+00:00
24.0,high,2019-03-13 17:34:58+00:00,2019-03-14 17:34:58+00:00
24.0,high,2019-03-14 17:34:58+00:00,2019-03-15 17:34:58+00:00
24.0,high,2019-03-15 17:34:58+00:00,2019-03-16 17:34:58+00:00
24.0,high,2019-03-16 17:34:58+00:00,2019-03-17 17:34:58+00:00
24.0,high,2019-03-17 17:34:58+00:00,2019-03-18 17:34:58+00:00
24.0,high,2019-03-18 17:34:58+00:00,2019-03-19 17:34:58+00:00
24.0,high,2019-03-19 17:34:58+00:00,2019-03-20 17:34:58+00:00
24.0,high,2019-03-20 17:34:58+00:00,2019-03-21 17:34:58+00:00
24.0,high,2019-03-21 17:34:58+00:00,2019-03-22 17:34:58+00:00
24.0,high,2019-03-22 17:34:58+00:00,2019-03-23 17:34:58+00:00
24.0,high,2019-03-23 17:34:58+00:00,2019-03-24 17:34:58+00:00
24.0,high,2019-03-24 17:34:58+00:00,2019-03-25 17:34:58+00:00
24.0,high,2019-03-25 17:34:58+00:00,2019-03-26 17:34:58+00:00
24.0,high,2019-03-26 17:34:58+00:00,2019-03-27 17:34:58+00:00
24.0,high,2019-03-27 17:34:58+00:00,2019-03-28 17:34:58+00:00
24.0,high,2019-03-28 17:34:58+00:00,2019-03-29 17:34:58+00:00
24.0,high,2019-03-29 17:34:58+00:00,2019-03-30 17:34:58+00:00
24.0,high,2019-03-30 17:34:58+00:00,2019-03-31 17:34:58+00:00
24.0,high,2019-03-31 17:34:58+00:00,2019-04-01 17:34:58+00:00
24.0,high,2019-04-01 17:34:58+00:00,2019-04-02 17:34:58+00:00
24.0,high,2019-04-02 17:34:58+00:00,2019-04-03 17:34:58+00:00
24.0,high,2019-04-03 17:34:58+00:00,2019-04-04 17:34:58+00:00
24.0,high,2019-04-04 17:34:58+00:00,2019-04-05 17:34:58+00:00
24.0,high,2019-04-05 17:34:58+00:00,2019-04-06 17:34:58+00:00
24.0,high,2019-04-06 17:34:58+00:00,2019-04-07 17:34:58+00:00
24.0,high,2019-04-07 17:34:58+00:00,2019-04-08 17:34:58+00:00
24.0,high,2019-04-08 17:34:58+00:00,2019-04-09 17:34:58+00:00
24.0,high,2019-04-09 17:34:58+00:00,2019-04-10 17:34:58+00:00
24.0,high,2019-04-10 17:34:58+00:00,2019-04-11 17:34:58+00:00
24.0,high,2019-04-11 17:34:58+00:00,2019-04-12 17:34:58+00:00
24.0,high,2019-04-12 17:34:58+00:00,2019-04-13 17:34:58+00:00
24.0,high,2019-04-13 17:34:58+00:00,2019-04-14 17:34:58+00:00
24.0,high,2019-04-14 17:34:58+00:00,2019-04-15 17:34:58+00:00
24.0,high,2019-04-15 17:34:58+00:00,2019-04-16 17:34:58+00:00
24.0,high,2019-04-16 17:34:58+00:00,2019-04-17 17:34:58+00:00
24.0,high,2019-04-17 17:34:58+00:00,2019-04-18 17:34:58+00:00
24.0,high,2019-04-18 17:34:58+00:00,2019-04-19 17:34:58+00:00
24.0,high,2019-04-19 17:34:58+00:00,2019-04-20 17:34:58+00:00
24.0,high,2019-04-20 17:34:58+00:00,2019-04-21 17:34:58+00:00
24.0,high,2019-04-21 17:34:58+00:00,2019-04-22 17:34:58+00:00
24.0,high,2019-04-22 17:34:58+00:00,2019-04-23 17:34:58+00:00
24.0,high,2019-04-23 17:34:58+00:00,2019-04-24 17:34:58+00:00
24.0,high,2019-04-24 17:34:58+00:00,2019-04-25 17:34:58+00:00
24.0,high,2019-04-25 17:34:58+00:00,2019-04-26 17:34:58+00:00
24.0,high,2019-04-26 17:34:58+00:00,2019-04-27 17:34:58+00:00
24.0,high,2019-04-27 17:34:58+00:00,2019-04-28 17:34:58+00:00
24.0,high,2019-04-28 17:34:58+00:00,2019-04-29 17:34:58+00:00
24.0,high,2019-04-29 17:34:58+00:00,2019-04-30 17:34:58+00:00
24.0,high,2019-04-30 17:34:58+00:00,2019-05-01 17:34:58+00:00
24.0,high,2019-05-01 17:34:58+00:00,2019-05-02 17:34:58+00:00
24.0,high,2019-05-02 17:34:58+00:00,2019-05-03 17:34:58+00:00
24.0,high,2019-05-03 17:34:58+00:00,2019-05-04 17:34:58+00:00
24.0,high,2019-05-04 17:34:58+00:00,2019-05-05 17:34:58+00:00
24.0,high,2019-05-05 17:34:58+00:00,2019-05-06 17:34:58+00:00
24.0,high,2019-05-06 17:34:58+00:00,2019-05-07 17:34:58+00:00
24.0,high,2019-05-07 17:34:58+00:00,2019-05-08 17:34:58+00:00
24.0,high,2019-05-08 17:34:58+00:00,2019-05-09 17:34:58+00:00
24.0,high,2019-05-09 17:34:58+00:00,2019-05-10 17:34:58+00:00
24.0,high,2019-05-10 17:34:58+00:00,2019-05-11 17:34:58+00:00
24.0,high,2019-05-11 17:34:58+00:00,2019-05-12 17:34:58+00:00
24.0,high,2019-05-12 17:34:58+00:00,2019-05-13 17:34:58+00:00
24.0,high,2019-05-13 17:34:58+00:00,2019-05-14 17:34:58+00:00
24.0,high,2019-05-14 17:34:58+00:00,2019-05-15 17:34:58+00:00
24.0,high,2019-05-15 17:34:58+00:00,2019-05-16 17:34:58+00:00
24.0,high,2019-05-16 17:34:58+00:00,2019-05-17 17:34:58+00:00
24.0,high,2019-05-17 17:34:58+00:00,2019-05-18 17:34:58+00:00
24.0,high,2019-05-18 17:34:58+00:00,2019-05-19 17:34:58+00:00
24.0,high,2019-05-19 17:34:58+00:00,2019-05-20 17:34:58+00:00
24.0,high,2019-05-20 17:34:58+00:00,2019-05-21 17:34:58+00:00
24.0,high,2019-05-21 17:34:58+00:00,2019-05-22 17:34:58+00:00
24.0,high,2019-05-22 17:34:58+00:00,2019-05-23 17:34:58+00:00
24.0,high,2019-05-23 17:34:58+00:00,2019-05-24 17:34:58+00:00
24.0,high,2019-05-24 17:34:58+00:00,2019-05-25 17:34:58+00:00
24.0,high,2019-05-25 17:34:58+00:00,2019-05-26 17:34:58+00:00
24.0,high,2019-05-26 17:34:58+00:00,2019-05-27 17:34:58+00:00
24.0,high,2019-05-27 17:34:58+00:00,2019-05-28 17:34:58+00:00
24.0,high,2019-05-28 17:34:58+00:00,2019-05-29 17:34:58+00:00
24.0,high,2019-05-29 17:34:58+00:00,2019-05-30 17:34:58+00:00
168.0,base,2019-05-30 17:34:58+00:00,2019-06-06 17:34:58+00:00
24.0,high,2019-06-06 17:34:58+00:00,2019-06-07 17:34:58+00:00
24.0,high,2019-06-07 17:34:58+00:00,2019-06-08 17:34:58+00:00
24.0,high,2019-06-08 17:34:58+00:00,2019-06-09 17:34:58+00:00
24.0,high,2019-06-09 17:34:58+00:00,2019-06-10 17:34:58+00:00
24.0,high,2019-06-10 17:34:58+00:00,2019-06-11 17:34:58+00:00
24.0,high,2019-06-11 17:34:58+00:00,2019-06-12 17:34:58+00:00
24.0,high,2019-06-12 17:34:58+00:00,2019-06-13 17:34:58+00:00
24.0,high,2019-06-13 17:34:58+00:00,2019-06-14 17:34:58+00:00
24.0,high,2019-06-14 17:34:58+00:00,2019-06-15 17:34:58+00:00
24.0,high,2019-06-15 17:34:58+00:00,2019-06-16 17:34:58+00:00
24.0,high,2019-06-16 17:34:58+00:00,2019-06-17 17:34:58+00:00
24.0,high,2019-06-17 17:34:58+00:00,2019-06-18 17:34:58+00:00
24.0,high,2019-06-18 17:34:58+00:00,2019-06-19 17:34:58+00:00
24.0,high,2019-06-19 17:34:58+00:00,2019-06-20 17:34:58+00:00
24.0,high,2019-06-20 17:34:58+00:00,2019-06-21 17:34:58+00:00
24.0,high,2019-06-21 17:34:58+00:00,2019-06-22 17:34:58+00:00
24.0,high,2019-06-22 17:34:58+00:00,2019-06-23 17:34:58+00:00
24.0,high,2019-06-23 17:34:58+00:00,2019-06-24 17:34:58+00:00
24.0,high,2019-06-24 17:34:58+00:00,2019-06-25 17:34:58+00:00
24.0,high,2019-06-25 17:34:58+00:00,2019-06-26 17:34:58+00:00
24.0,high,2019-06-26 17:34:58+00:00,2019-06-27 17:34:58+00:00
24.0,high,2019-06-27 17:34:58+00:00,2019-06-28 17:34:58+00:00
24.0,high,2019-06-28 17:34:58+00:00,2019-06-29 17:34:58+00:00
24.0,high,2019-06-29 17:34:58+00:00,2019-06-30 17:34:58+00:00
24.0,high,2019-06-30 17:34:58+00:00,2019-07-01 17:34:58+00:00
24.0,high,2019-07-01 17:34:58+00:00,2019-07-02 17:34:58+00:00
24.0,high,2019-07-02 17:34:58+00:00,2019-07-03 17:34:58+00:00
24.0,high,2019-07-03 17:34:58+00:00,2019-07-04 17:34:58+00:00
24.0,high,2019-07-04 17:34:58+00:00,2019-07-05 17:34:58+00:00
24.0,high,2019-07-05 17:34:58+00:00,2019-07-06 17:34:58+00:00
24.0,high,2019-07-06 17:34:58+00:00,2019-07-07 17:34:58+00:00
24.0,high,2019-07-07 17:34:58+00:00,2019-07-08 17:34:58+00:00
24.0,high,2019-07-08 17:34:58+00:00,2019-07-09 17:34:58+00:00
24.0,high,2019-07-09 17:34:58+00:00,2019-07-10 17:34:58+00:00
24.0,high,2019-07-10 17:34:58+00:00,2019-07-11 17:34:58+00:00
24.0,high,2019-07-11 17:34:58+00:00,2019-07-12 17:34:58+00:00
24.0,high,2019-07-12 17:34:58+00:00,2019-07-13 17:34:58+00:00
24.0,high,2019-07-13 17:34:58+00:00,2019-07-14 17:34:58+00:00
24.0,high,2019-07-14 17:34:58+00:00,2019-07-15 17:34:58+00:00
24.0,high,2019-07-15 17:34:58+00:00,2019-07-16 17:34:58+00:00
24.0,high,2019-07-16 17:34:58+00:00,2019-07-17 17:34:58+00:00
24.0,high,2019-07-17 17:34:58+00:00,2019-07-18 17:34:58+00:00
24.0,high,2019-07-18 17:34:58+00:00,2019-07-19 17:34:58+00:00
24.0,high,2019-07-19 17:34:58+00:00,2019-07-20 17:34:58+00:00
24.0,high,2019-07-20 17:34:58+00:00,2019-07-21 17:34:58+00:00
24.0,high,2019-07-21 17:34:58+00:00,2019-07-22 17:34:58+00:00
24.0,high,2019-07-22 17:34:58+00:00,2019-07-23 17:34:58+00:00
24.0,high,2019-07-23 17:34:58+00:00,2019-07-24 17:34:58+00:00
24.0,high,2019-07-24 17:34:58+00:00,2019-07-25 17:34:58+00:00
24.0,high,2019-07-25 17:34:58+00:00,2019-07-26 17:34:58+00:00
24.0,high,2019-07-26 17:34:58+00:00,2019-07-27 17:34:58+00:00
24.0,high,2019-07-27 17:34:58+00:00,2019-07-28 17:34:58+00:00
24.0,high,2019-07-28 17:34:58+00:00,2019-07-29 17:34:58+00:00
24.0,high,2019-07-29 17:34:58+00:00,2019-07-30 17:34:58+00:00
24.0,high,2019-07-30 17:34:58+00:00,2019-07-31 17:34:58+00:00
24.0,high,2019-07-31 17:34:58+00:00,2019-08-01 17:34:58+00:00
24.0,high,2019-08-01 17:34:58+00:00,2019-08-02 17:34:58+00:00
24.0,high,2019-08-02 17:34:58+00:00,2019-08-03 17:34:58+00:00
24.0,high,2019-08-03 17:34:58+00:00,2019-08-04 17:34:58+00:00
24.0,high,2019-08-04 17:34:58+00:00,2019-08-05 17:34:58+00:00
24.0,high,2019-08-05 17:34:58+00:00,2019-08-06 17:34:58+00:00
24.0,high,2019-08-06 17:34:58+00:00,2019-08-07 17:34:58+00:00
24.0,high,2019-08-07 17:34:58+00:00,2019-08-08 17:34:58+00:00
24.0,high,2019-08-08 17:34:58+00:00,2019-08-09 17:34:58+00:00
24.0,high,2019-08-09 17:34:58+00:00,2019-08-10 17:34:58+00:00
24.0,high,2019-08-10 17:34:58+00:00,2019-08-11 17:34:58+00:00
24.0,high,2019-08-11 17:34:58+00:00,2019-08-12 17:34:58+00:00
24.0,high,2019-08-12 17:34:58+00:00,2019-08-13 17:34:58+00:00
24.0,high,2019-08-13 17:34:58+00:00,2019-08-14 17:34:58+00:00
24.0,high,2019-08-14 17:34:58+00:00,2019-08-15 17:34:58+00:00
24.0,high,2019-08-15 17:34:58+00:00,2019-08-16 17:34:58+00:00
24.0,high,2019-08-16 17:34:58+00:00,2019-08-17 17:34:58+00:00
24.0,high,2019-08-17 17:34:58+00:00,2019-08-18 17:34:58+00:00
24.0,high,2019-08-18 17:34:58+00:00,2019-08-19 17:34:58+00:00
24.0,high,2019-08-19 17:34:58+00:00,2019-08-20 17:34:58+00:00
24.0,high,2019-08-20 17:34:58+00:00,2019-08-21 17:34:58+00:00
24.0,high,2019-08-21 17:34:58+00:00,2019-08-22 17:34:58+00:00
24.0,high,2019-08-22 17:34:58+00:00,2019-08-23 17:34:58+00:00
24.0,high,2019-08-23 17:34:58+00:00,2019-08-24 17:34:58+00:00
24.0,high,2019-08-24 17:34:58+00:00,2019-08-25 17:34:58+00:00
24.0,high,2019-08-25 17:34:58+00:00,2019-08-26 17:34:58+00:00
24.0,high,2019-08-26 17:34:58+00:00,2019-08-27 17:34:58+00:00
24.0,high,2019-08-27 17:34:58+00:00,2019-08-28 17:34:58+00:00
24.0,high,2019-08-28 17:34:58+00:00,2019-08-29 17:34:58+00:00
24.0,high,2019-08-29 17:34:58+00:00,2019-08-30 17:34:58+00:00
24.0,high,2019-08-30 17:34:58+00:00,2019-08-31 17:34:58+00:00
24.0,high,2019-08-31 17:34:58+00:00,2019-09-01 17:34:58+00:00
24.0,high,2019-09-01 17:34:58+00:00,2019-09-02 17:34:58+00:00
24.0,high,2019-09-02 17:34:58+00:00,2019-09-03 17:34:58+00:00
24.0,high,2019-09-03 17:34:58+00:00,2019-09-04 17:34:58+00:00
24.0,high,2019-09-04 17:34:58+00:00,2019-09-05 17:34:58+00:00
24.0,high,2019-09-05 17:34:58+00:00,2019-09-06 17:34:58+00:00
24.0,high,2019-09-06 17:34:58+00:00,2019-09-07 17:34:58+00:00
24.0,high,2019-09-07 17:34:58+00:00,2019-09-08 17:34:58+00:00
24.0,high,2019-09-08 17:34:58+00:00,2019-09-09 17:34:58+00:00
24.0,high,2019-09-09 17:34:58+00:00,2019-09-10 17:34:58+00:00
24.0,high,2019-09-10 17:34:58+00:00,2019-09-11 17:34:58+00:00
24.0,high,2019-09-11 17:34:58+00:00,2019-09-12 17:34:58+00:00
24.0,high,2019-09-12 17:34:58+00:00,2019-09-13 17:34:58+00:00
24.0,high,2019-09-13 17:34:58+00:00,2019-09-14 17:34:58+00:00
24.0,high,2019-09-14 17:34:58+00:00,2019-09-15 17:34:58+00:00
24.0,high,2019-09-15 17:34:58+00:00,2019-09-16 17:34:58+00:00
24.0,high,2019-09-16 17:34:58+00:00,2019-09-17 17:34:58+00:00
24.0,high,2019-09-17 17:34:58+00:00,2019-09-18 17:34:58+00:00
24.0,high,2019-09-18 17:34:58+00:00,2019-09-19 17:34:58+00:00
24.0,high,2019-09-19 17:34:58+00:00,2019-09-20 17:34:58+00:00
24.0,high,2019-09-20 17:34:58+00:00,2019-09-21 17:34:58+00:00
24.0,high,2019-09-21 17:34:58+00:00,2019-09-22 17:34:58+00:00
24.0,high,2019-09-22 17:34:58+00:00,2019-09-23 17:34:58+00:00
